# Pathway	IN-B15-d94.sam.bam.filtered.sorted_merged_Abundance	IN-B16-d94.sam.bam.filtered.sorted_merged_Abundance	IN-B17-d94.sam.bam.filtered.sorted_merged_Abundance	IN-B18-d94.sam.bam.filtered.sorted_merged_Abundance	IN-B19-d94.sam.bam.filtered.sorted_merged_Abundance	IN-B22-d94.sam.bam.filtered.sorted_merged_Abundance	IN-B23-d94.sam.bam.filtered.sorted_merged_Abundance	IN-B24-d94.sam.bam.filtered.sorted_merged_Abundance	IN-B25-d94.sam.bam.filtered.sorted_merged_Abundance	IN-B27-d94.sam.bam.filtered.sorted_merged_Abundance	IN-B28-d94.sam.bam.filtered.sorted_merged_Abundance	IN-B29-d94.sam.bam.filtered.sorted_merged_Abundance	IN-B7-d94.sam.bam.filtered.sorted_merged_Abundance	N-B1-d94.sam.bam.filtered.sorted_merged_Abundance	N-B10-d94.sam.bam.filtered.sorted_merged_Abundance	N-B11-d94.sam.bam.filtered.sorted_merged_Abundance	N-B12-d94.sam.bam.filtered.sorted_merged_Abundance	N-B13-d94.sam.bam.filtered.sorted_merged_Abundance	N-B14-d94.sam.bam.filtered.sorted_merged_Abundance	N-B2-d94.sam.bam.filtered.sorted_merged_Abundance	N-B21-d94.sam.bam.filtered.sorted_merged_Abundance	N-B4-d94.sam.bam.filtered.sorted_merged_Abundance	N-B5-d94.sam.bam.filtered.sorted_merged_Abundance	N-B6-d94.sam.bam.filtered.sorted_merged_Abundance	N-B8-d94.sam.bam.filtered.sorted_merged_Abundance	N-B9-d94.sam.bam.filtered.sorted_merged_Abundance
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Burkholderiales_noname.s__Burkholderiales_bacterium_1_1_47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.17542	0	0	0	0	0	0	0	0	0
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Enterorhabdus.s__Enterorhabdus_caecimuris	0	2.86755	8.99454	3.5362	9.87364	7.32291	16.7798	3.00528	14.1539	9.08709	10.1243	6.20406	2.31334	2.71077	12.2986	18.2619	9.98447	14.8553	5.77757	8.65262	0	2.84482	18.6737	8.41221	11.9284	17.9303
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Escherichia.s__Escherichia_coli	19.7323	35.346	11.802	0	0	4.56378	0	3.50508	0	4.23732	0	3.0512	4.95004	0	36.6414	0	0	0.516017	0	0	0	0	0	0	1.89397	0
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Lactobacillus.s__Lactobacillus_reuteri	0	17.5133	10.1316	10.098	6.7654	67.8958	348.633	76.1575	171.434	163.685	28.7351	226.066	14.6635	0	0	29.4135	0	0	0	0	0	0	0	0	0	0
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Parasutterella.s__Parasutterella_excrementihominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.61446	0	0	0	0	0	0	0	0	0
PWY-7208: superpathway of pyrimidine nucleobases salvage|unclassified	54.7137	104.517	80.0565	403.819	49.7688	91.4768	123.36	142.172	122.998	19.8406	32.9856	48.7448	269.466	245.212	146.615	141.909	279.531	222.969	217.025	202.053	176.71	192.502	90.7476	97.6556	138.12	194.276
PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP	28.2831	32.9963	32.6086	6.31511	41.9026	27.2397	31.159	33.8834	38.3634	30.35	25.3322	22.2301	52.3292	15.614	23.9394	17.9126	29.3749	24.2363	12.232	38.3136	2.51209	23.8901	9.73804	18.7511	19.3958	17.1069
PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP|unclassified	15.3664	9.68558	52.5061	9.33759	23.809	0	0	47.1111	28.8722	22.2769	20.6878	19.8368	93.8152	68.1093	21.033	20.3436	29.7247	25.4114	43.5851	85.2859	0	42.8906	20.5243	45.0692	46.0975	27.1082
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	18.5681	35.2289	28.5318	9.01314	19.2669	8.92965	3.50227	8.50185	21.2576	9.02587	14.4882	6.68313	23.2545	9.04503	33.5326	10.6216	34.662	21.0539	4.76576	9.62771	1.72486	11.2983	8.07109	18.9001	14.9198	9.88676
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis|unclassified	14.3968	14.8206	63.1774	0	36.1966	0	0	30.8329	45.3303	22.6207	29.8075	24.476	87.4167	16.5735	16.6549	29.697	48.8506	39.5583	20.5734	48.5121	0	43.8285	18.3003	37.207	51.8534	36.9623
PWY-7218: photosynthetic 3-hydroxybutanoate biosynthesis (engineered)	0	0	0	0	0	0	0	0	1.24562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7218: photosynthetic 3-hydroxybutanoate biosynthesis (engineered)|unclassified	0	0	0	0	0	0	0	0	5.21122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis	510.735	401.069	470.965	555.387	478.03	471.752	346.584	433.28	379.075	384.096	440.766	388.753	451.658	519.827	383.473	520.264	531.649	493.971	458.466	500.228	615.957	471.426	486.243	470.075	483.096	441.15
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Akkermansia.s__Akkermansia_muciniphila	0	0	0	0	0	0	0	0	0	0	0	0	1.83427	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Alistipes.s__Alistipes_senegalensis	0	0	19.089	0	7.06107	0	0	0	0	0	0	0	7.95694	1.00798	0	18.5983	0	0	0	15.7166	11.8042	28.5292	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Anaerotruncus.s__Anaerotruncus_colihominis	1.11214	0	0	2.05642	0.482065	0	0	0	2.82715	0	0	0	0	1.23706	0	0	0	0	2.18935	0	0	0	0	0	0.5801	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Anaerotruncus.s__Anaerotruncus_sp_G3_2012	17.4363	4.48221	3.91055	85.2984	25.1311	16.5776	11.7269	6.27232	25.867	19.5204	25.8766	10.8904	33.5321	8.00241	0	9.16839	5.28366	13.6346	41.9371	0	0	9.00532	36.8035	11.6691	19.0553	14.2007
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_intestinalis	1.18893	0.834168	4.92778	3.47657	3.4824	0	1.78786	0	1.29892	0.789302	2.33878	2.20461	3.23449	0	0	0	0	1.18312	0	0	0	0	0	1.95762	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0	0	0	12.542	1.11685	3.24164	4.37492	0	0	1.57548	1.97344	1.45053	1.26308	20.9932	0	0	0	0	0	4.81057	6.52397	0	21.3144	13.1192	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	400.169	71.9637	136.558	9.50714	183.33	465.915	68.9539	175.393	104.68	24.4323	289.438	270.531	128.669	34.2582	221.274	508.869	56.04	290.281	77.7581	108.415	109.458	56.734	201.802	281.816	259.243	121.842
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	209.181	161.484	56.4514	3.71763	25.9766	7.66929	5.61164	125.031	9.28853	0	26.9094	0	40.8775	26.914	14.443	1.68533	23.0271	10.2873	36.9942	103.716	46.458	17.2561	4.44458	14.604	27.0546	51.8893
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_xylanisolvens	87.4151	163.621	484.963	6.74378	418.316	192.518	148.921	0	526.513	228.183	299.526	100.062	372.579	0	0	0	0	0	0	274.355	40.1354	100.029	64.1222	136.709	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Clostridium.s__Clostridium_sp_ASF356	0	0	0	12.2303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Clostridium.s__Clostridium_sp_ASF502	0	0	0	7.71504	0	0	0	0	0	0	7.56804	0	0	0	0	0	0	13.4481	13.2177	0	0	0	0	0	15.0476	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Dorea.s__Dorea_sp_5_2	7.70358	0	0	0	0	0	0	0	0	0	0	0	0	9.41284	0	0	0	0	4.04779	0	0	24.2108	10.74	5.41196	3.97979	15.187
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Enterococcus.s__Enterococcus_faecalis	0	0	0	0	0	0	0	0	0	0	4.61202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Enterococcus.s__Enterococcus_gallinarum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.616257	0	0	0	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Enterorhabdus.s__Enterorhabdus_caecimuris	1.30761	7.06178	8.11745	10.2091	10.7127	8.26455	16.7639	5.638	18.5181	9.6346	22.1607	7.82778	7.41995	2.25061	15.6942	27.3014	11.6914	15.1144	10.5746	15.0092	8.36104	12.2077	27.8288	14.4388	13.0686	11.2704
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Escherichia.s__Escherichia_coli	19.5213	45.2306	23.3789	3.05701	0	2.74162	2.36635	3.28123	0	3.50659	0	8.4532	4.33705	0	52.0667	1.20656	0.743489	3.21809	0	0	0	0	0	7.9191	5.08202	3.25508
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Eubacterium.s__Eubacterium_plexicaudatum	0	0	0	4.41528	64.8692	0	71.5793	0	0	9.74135	3.63547	0	0	0	0	0	0	0	94.5039	0	0	0	2.51742	1.69836	0	9.70572
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Lactobacillus.s__Lactobacillus_murinus	4.28726	19.4347	13.6093	12.8301	62.3473	15.1957	9.89194	6.31744	12.7156	30.4602	3.71684	11.6885	13.3942	58.4517	359.181	28.6106	24.3569	28.8672	94.0086	147.633	29.6817	56.4923	74.9814	108.265	13.165	17.6951
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Lactobacillus.s__Lactobacillus_reuteri	0.453337	30.7331	7.29665	12.8097	8.62119	73.3801	402.716	101.641	222.469	182.776	35.6888	261.174	19.6856	0	0	22.3207	0	0	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Mucispirillum.s__Mucispirillum_schaedleri	32.9071	20.9564	12.4216	261.874	15.7292	19.003	0	149.11	9.0628	6.25849	3.52624	17.6094	116.427	200.666	0	1.58107	24.982	22.216	160.409	0	0	19.3151	1.35331	6.3794	17.0956	15.9949
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Oscillibacter.s__Oscillibacter_sp_1_3	0	0	0	0	5.70259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.4858	0	0	0	26.2889
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis	29.1591	95.7923	45.4423	0	29.2224	0	0	58.5096	0	0	17.1892	0	0	76.566	21.2456	0	34.1318	13.7416	0	55.2012	79.629	81.5622	0	0	0	38.3862
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Parabacteroides.s__Parabacteroides_goldsteinii	0	0.688353	0.718009	0	0	0	2.30317	3.3033	0	0	1.53599	0	0	3.12329	0	0	0	0	0	1.4774	5.27181	1.65669	5.1338	0	0	2.19816
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Parabacteroides.s__Parabacteroides_merdae	6.07469	6.83276	2.37547	0	5.5191	6.12972	2.37406	17.7896	5.2427	8.17921	14.564	2.63903	6.43175	22.1971	3.78431	12.1868	2.03793	2.51281	4.98621	46.4582	4.82109	49.5417	8.49513	8.74315	2.69277	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Parasutterella.s__Parasutterella_excrementihominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.17991	0	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Pasteurella.s__Pasteurella_pneumotropica	0	0	0	0	1.37089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Staphylococcus.s__Staphylococcus_lentus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.96547	0	0	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Streptococcus.s__Streptococcus_thoraltensis	0.992807	0	0	0	0	0	4.2173	0	0.819133	1.60436	0	1.36352	0	0	3.82397	0	0.930024	0	0	0	0	0	0	0	3.89989	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|unclassified	884.914	1488.7	1421.04	1895.04	1104.99	1567.33	1453.16	1418.94	1306.31	1721.73	1407.77	1718.8	1432.51	2441.65	1116.04	2021.74	2255.18	1749.63	1533.9	2180.99	3788.32	2567.84	2742.67	2044.03	1693.9	2133.48
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	92.7752	79.4992	71.3114	49.6694	55.9224	88.9863	83.5812	83.4112	96.1156	68.5225	59.5075	62.7729	78.3296	76.183	49.5622	65.8569	102.105	53.0206	49.9462	63.8138	76.9433	48.0075	53.4871	53.8056	51.2552	52.0812
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	157.499	118.775	32.2547	1.35789	12.5602	1.84433	0	80.0506	0	0	19.0492	0	23.3166	20.6111	3.78404	1.43218	13.1595	3.78694	24.8033	46.0428	26.4495	10.6915	0	7.20748	25.1526	32.435
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Burkholderiales_noname.s__Burkholderiales_bacterium_1_1_47	0	2.00512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.43392	0	0	0	0	0	0	0	0	0
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Escherichia.s__Escherichia_coli	25.5133	37.6908	11.557	0	0	7.11975	2.8912	3.70259	0	8.34378	0	3.32572	6.01031	0	39.5701	2.09106	0	1.19588	1.56	0	0	0	0	0	5.49981	0
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Lactobacillus.s__Lactobacillus_reuteri	0	21.4134	8.69032	14.3052	6.24322	78.2206	412.218	76.3271	209.457	170.574	27.8128	240.846	13.7199	0	0	34.9124	0	0	0	0	0	0	0	0	0	0
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Parasutterella.s__Parasutterella_excrementihominis	0	1.67665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.2551	0	0	0	0	0	0	0	0	0
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|unclassified	125.807	230.728	251.046	166.903	198.275	353.381	224.068	169.588	316.008	186.676	214.08	188.428	305.961	364.69	164.108	300.665	430.874	204.972	149.839	335.114	500.512	301.357	353.011	289.779	181.169	254.648
PWY-7221: guanosine ribonucleotides de novo biosynthesis	327.224	199.393	262.403	206.797	266.569	259.67	190.154	256.169	228.764	178.275	257.218	216.431	223.46	180.437	192.24	277.423	283.987	282.541	205.153	174.283	124.331	152.478	114.483	184.359	259.667	180.117
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Alistipes.s__Alistipes_senegalensis	0	0	5.9281	0	1.51971	0	0	0	0	0	0	0	0	10.0264	0	0	0	0	0	3.01804	7.36722	20.4445	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Anaerotruncus.s__Anaerotruncus_sp_G3_2012	12.7733	3.1657	3.03702	65.0626	23.8079	14.4393	0.872523	1.14439	5.61235	12.005	24.9342	5.29413	17.2069	2.91838	0	6.69015	4.45163	10.8295	24.2903	0	0	2.36888	29.5279	10.9363	15.506	6.79584
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_intestinalis	0	0	2.96765	3.02652	3.19474	0	0	0	0	1.46056	0	0	0.91184	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0	0	0	11.4114	0	0	3.51588	0	0	0	0	0	0	9.22901	0	0	0	0	0	0	0	4.27118	10.6642	7.66024	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	181.026	147.051	49.9681	1.63312	21.4884	4.87499	1.49073	98.0112	4.21457	1.20247	22.43	0	27.3221	29.3072	9.31371	0	20.0977	4.93216	40.1467	57.7245	32.992	6.86481	9.75711	11.7647	27.8466	37.8812
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_xylanisolvens	19.9535	43.7662	142.795	1.50637	115.184	49.3135	31.2202	0	112.619	52.3346	66.8976	31.9417	91.3895	0	0	0	0	0	0	52.3424	20.4333	24.1735	10.92	33.3058	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Burkholderiales_noname.s__Burkholderiales_bacterium_1_1_47	0	0.515571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.09005	0	0	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Dorea.s__Dorea_sp_5_2	5.36223	0	0	0	0	0	0	0	0	6.70914	0	0	0	8.1233	0	0	0	0	8.5001	0	0	24.7604	13.7616	7.81165	4.41839	11.4952
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Enterococcus.s__Enterococcus_gallinarum	0	0	0	0	0.465633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Enterorhabdus.s__Enterorhabdus_caecimuris	0	0	0	4.25033	3.10325	1.94658	0	1.98593	21.8854	5.05549	9.29702	0	0	3.08458	10.6921	6.10991	0	0	3.5474	3.03092	0	0	7.57652	0	8.72761	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Escherichia.s__Escherichia_coli	17.504	35.2046	20.2618	4.09403	0	6.32968	2.90652	4.15629	0	3.55061	0	0.920548	5.466	0.790623	47.0188	2.45587	0	1.88849	1.0122	0	0	0	0	2.17575	1.6841	1.63646
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Lactobacillus.s__Lactobacillus_reuteri	0	24.3633	7.9302	11.0148	6.77383	72.7815	354.214	80.4587	196.36	162.604	34.5111	228.85	17.3286	0	0	25.6888	0	0	0	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Mucispirillum.s__Mucispirillum_schaedleri	22.8282	11.4807	10.1234	132.798	9.51912	12.2356	1.26265	73.6002	5.15843	4.81784	4.00161	9.96463	66.9891	124.912	1.5403	1.86524	12.6869	10.0316	105.356	0.825448	0	11.9242	0	3.38681	9.63777	11.8987
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis	33.5947	112.658	58.1774	0	48.2183	0	0	68.3057	0	0	25.7221	0	0	105.533	28.2688	0	46.82	16.4306	0	82.3777	102.978	113.04	0	0	0	45.7687
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Parabacteroides.s__Parabacteroides_goldsteinii	0	0	0	0	1.42163	0	0	1.84765	0	0	4.1561	0	0	3.01812	0	0	0	0	1.19842	0	0	0	4.60162	3.94743	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Parasutterella.s__Parasutterella_excrementihominis	0	0.57142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.68294	0	0	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Streptococcus.s__Streptococcus_thoraltensis	0	0	0	0	0	0	0	0	0	4.51094	0	0	0	0	1.57611	1.77362	0	0	0	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|unclassified	244.765	269.656	759.682	478.689	559.617	408.264	270.743	330.459	695.251	459.653	616.936	441.102	623.309	415.988	259.529	668.234	1143.89	765.101	452.765	556.962	312.593	538.659	281.011	451.35	647.818	483.149
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	92.7752	79.4992	71.3114	49.6694	55.9224	88.9863	83.5812	83.4112	96.1156	68.5225	59.5075	62.7729	78.3296	76.183	49.5622	65.8569	102.105	53.0206	49.9462	63.8138	76.9433	48.0075	53.4871	53.8056	51.2552	52.0812
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	157.499	118.775	32.2547	1.35789	12.5602	1.84433	0	80.0506	0	0	19.0492	0	23.3166	20.6111	3.78404	1.43218	13.1595	3.78694	24.8033	46.0428	26.4495	10.6915	0	7.20748	25.1526	32.435
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Burkholderiales_noname.s__Burkholderiales_bacterium_1_1_47	0	2.00512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.43392	0	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Escherichia.s__Escherichia_coli	25.5133	37.6908	11.557	0	0	7.11975	2.8912	3.70259	0	8.34378	0	3.32572	6.01031	0	39.5701	2.09106	0	1.19588	1.56	0	0	0	0	0	5.49981	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Lactobacillus.s__Lactobacillus_reuteri	0	21.4134	8.69032	14.3052	6.24322	78.2206	412.218	76.3271	209.457	170.574	27.8128	240.846	13.7199	0	0	34.9124	0	0	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Parasutterella.s__Parasutterella_excrementihominis	0	1.67665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.2551	0	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|unclassified	125.807	230.728	251.046	166.903	198.275	353.381	224.068	169.588	316.008	186.676	214.08	188.428	305.961	364.69	164.108	300.665	430.874	204.972	149.839	335.114	500.512	301.357	353.011	289.779	181.169	254.648
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	164.889	121.149	80.6541	168.369	57.1327	63.4962	124.273	139.85	94.2874	67.5017	53.8687	82.9768	113.166	126.669	73.4098	65.768	123.393	82.6826	116.442	88.0551	62.147	64.1312	33.6386	37.3373	66.4627	68.8087
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_intestinalis	0	0	0	1.83654	1.7581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	176.308	134.623	48.1161	1.56079	20.2252	2.76739	0	88.8754	0	0	21.177	0	25.5695	28.034	5.46186	0	17.0338	4.57905	33.8848	52.812	29.7698	7.85766	6.99207	9.10289	26.8794	35.9848
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Burkholderiales_noname.s__Burkholderiales_bacterium_1_1_47	0	0.693224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.53837	0	0	0	0	0	0	0	0	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Escherichia.s__Escherichia_coli	20.0404	36.7395	14.898	0	0	6.6759	3.043	4.01985	0	4.39332	0	1.2396	5.91834	0	43.0236	2.36192	0	1.73388	1.14998	0	0	0	0	0	2.21178	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Lactobacillus.s__Lactobacillus_reuteri	0	23.3402	8.23784	11.9388	6.8478	76.9538	382.852	80.5596	204.834	169.465	31.4394	239.785	15.6504	0	0	28.277	0	0	0	0	0	0	0	0	0	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Mucispirillum.s__Mucispirillum_schaedleri	24.2328	10.5368	0	128.213	6.1421	11.4179	0	70.8187	4.39947	3.1187	2.75582	9.84964	64.2614	124.425	1.36202	1.67141	12.2853	9.87684	108.637	0	0	12.2122	0	0	9.96289	11.81
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Parabacteroides.s__Parabacteroides_distasonis	26.5836	103.168	39.441	0	41.0569	0	0	53.5457	0	0	22.4668	0	0	93.507	22.3899	0	42.2852	13.6716	0	76.1052	82.2508	96.652	0	0	0	33.5473
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Parabacteroides.s__Parabacteroides_goldsteinii	0	0	0	0	0	0	0	0	0	0	1.84424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Parasutterella.s__Parasutterella_excrementihominis	0	0.732597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.57727	0	0	0	0	0	0	0	0	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|unclassified	68.1522	128.088	107.648	338.604	68.5847	120.426	144.097	158.156	167.975	28.3652	46.7146	65.6472	298.958	263.67	168.896	179.243	408.282	238.232	201.891	245.41	210.941	221.743	113.637	126.323	159.189	213.699
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I	204.205	160.325	174.927	169.191	150.692	191.32	171.112	176.695	186.077	148.834	149.574	148.266	182.459	183.442	113.983	162.436	220.778	157.622	155.173	150.964	167.167	120.506	126.558	131.987	139.712	131.096
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	187.972	142.725	45.8703	2.14366	19.6959	3.96478	0	104.686	0	0	23.5881	0	31.5589	24.3699	7.65485	0	18.7551	3.61615	32.1933	74.8664	36.4957	13.0968	0	10.5362	24.4314	38.9791
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Escherichia.s__Escherichia_coli	10.3963	43.9298	14.8173	0	0	2.74894	0	2.85612	0	3.2109	0	3.22452	3.18905	0	41.5015	1.20735	0	2.09885	0	0	0	0	0	0	0	0
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Lactobacillus.s__Lactobacillus_reuteri	0	27.6986	6.09233	8.39406	6.90074	69.8059	414.42	95.7032	212.508	179.038	32.5525	262.331	15.694	0	0	19.4913	0	0	0	0	0	0	0	0	0	0
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|unclassified	294.054	458.626	568.183	533.709	443.752	708.824	477.294	411.521	601.305	501.419	518.525	481.298	635.083	810.34	337.75	702.048	918.285	549.96	402.802	627.019	1011.74	699.704	776.452	634.74	491.03	631.331
PWY-7234: inosine-5'-phosphate biosynthesis III	15.4013	32.7525	30.2395	21.9348	36.9205	37.6341	89.4774	41.0445	66.4858	49.9877	23.5473	65.7044	25.2284	21.3806	77.5274	45.4859	14.811	13.3717	40.0887	34.8673	8.89629	19.6894	34.9174	38.8987	13.6437	11.7113
PWY-7234: inosine-5'-phosphate biosynthesis III|g__Escherichia.s__Escherichia_coli	14.9654	28.7989	9.63371	1.23889	0	2.95923	0	2.20308	0	3.00351	0	2.32505	3.23479	0	40.2083	0	0	1.74331	0	0	0	0	0	0	1.44292	0
PWY-7234: inosine-5'-phosphate biosynthesis III|g__Lactobacillus.s__Lactobacillus_reuteri	0	16.7491	6.10941	8.47452	3.79983	61.1525	322.189	79.9434	168.803	128.795	27.2524	207.033	13.9122	0	0	20.0785	0	0	0	0	0	0	0	0	0	0
PWY-7234: inosine-5'-phosphate biosynthesis III|unclassified	0	0	19.4067	19.0169	11.8257	0	0	0	40.7117	13.0851	12.6067	0	0	44.0893	0	157.394	0	0	0	0	0	12.6712	25.5833	31.4261	29.1022	0
